0,0.000268715,0.000178002,0.00039537,0.000730835,0.000393658,0.000299523,0.000225926,0.000905414,0.000143771,0.000145482,0.000640123,0.000662373,0.000566526,0.000741105,0.000614449,0.000968742,0.000347446,0.000821548,0.000321773,0.00030808,0.001490767,0.001906676,0.003572022,0.000219079,0.004884786,0.003169805,0.000311504,0.001324746,0.00037312,0.000725701,0.000515179,0.000532295,0.001535268
0.00078047,0,0.000167733,0.000143771,0.00013179,0.000267003,0.000246464,0.000357716,0.000559679,0.000280696,0.00036285,0.001170706,0.000289253,0.000251599,7.19E-05,0.000148906,0.001331592,0.001038916,0.000321773,0.000436447,0.000297811,0.000239618,0.000142059,0.00018656,0.000232772,0.000652104,0.002695704,0.000383389,0.000275561,0.000568237,0.000260157,0.000453563,0.000590488,0.000537429
0.000280696,0.000143771,0,0.000855779,0.000157463,0.000289253,0.000320061,0.000556256,0.00047239,0.000333754,0.000338888,0.000682912,0.000809567,0.000119809,3.94E-05,8.73E-05,0.001622557,0.001090262,8.73E-05,0.000289253,0.000172867,0.000114674,9.76E-05,0.000188271,5.82E-05,0.000809567,0.002728223,0.000465544,0.000188271,0.000366273,0.000350869,0.000390235,0.000424466,0.000821548
0.000729124,0.000212233,0.001213495,0,9.07E-05,0.000475813,0.000104405,0.000463832,0.001014954,0.000290965,0.000953338,0.00152671,0.000628142,0.000491217,0.000222503,5.82E-05,0.000486082,0.000498063,0.000229349,0.000398793,0.000456986,0.000222503,0.000265291,0.000236195,0.00089001,0.000631565,0.001923791,0.000482659,0.000278984,0.000289253,0.000244753,0.000794163,0.00091226,0.001793713
0.000787317,0.000140348,0.000150617,5.99E-05,0,0.000289253,0.000236195,9.93E-05,0.000522025,0.000316638,0.000256734,0.00045014,0.000441582,0.00013179,8.56E-05,6.50E-05,0.000742816,0.00016431,8.56E-05,0.000265291,0.000178002,0.000167733,0.000123232,0.000323484,0.000178002,0.00041762,0.000342312,0.000306369,0.000171156,0.000273849,0.000198541,0.000359427,0.000374831,0.000403928
0.000429601,0.000265291,0.000342312,0.000374831,0.001014954,0,0.000159175,0.000292676,0.000901991,0.000207099,0.000243041,0.000492929,0.000215656,0.000325196,0.000179714,0.000248176,0.0006812,0.000460409,0.000292676,0.000376543,0.000917395,0.000650392,0.000491217,0.000672642,0.000207099,0.000838663,0.001367535,0.000256734,0.000374831,0.000730835,0.000623007,0.000357716,0.000359427,0.000121521
0.000261868,0.000203675,0.000256734,0.000118098,0.00015404,0.000107828,0,0.0002961,0.001251149,0.000427889,0.00096703,0.000782182,0.000782182,0.00016431,5.13E-05,7.70E-05,0.00202135,0.000917395,8.56E-05,0.000184848,0.000516891,0.00017629,0.000157463,0.000133502,0.000140348,0.000662373,0.001908387,0.000239618,0.000191694,0.000357716,0.002480048,0.000302946,0.000379966,0.00020881
0.000301234,0.000323484,0.000422755,0.000552833,0.000160886,0.000227637,0.000352581,0,0.001167283,0.000106117,0.000492929,0.00031835,0.00050491,0.00060418,4.45E-05,0.000183137,0.000943068,0.001981984,0.000470678,0.000501486,0.000766778,0.001192956,0.000166021,0.000256734,0.0006367,0.001401766,0.002555356,0.000227637,0.000166021,0.00028583,0.000925953,0.000523737,0.000513467,0.000284119
0.001157013,0.000467255,0.000547699,0.000869471,0.000426178,0.000848933,0.002201064,0.000652104,0,0.00036285,0.002031619,0.000985857,0.000273849,0.001028646,0.000222503,0.00020881,0.010550043,0.007457258,0.001069724,0.001336727,0.00158148,0.00219764,0.00036285,0.000611026,0.001357265,0.002380777,0.005191155,0.000826683,0.000292676,0.000992704,0.000184848,0.001211783,0.001358977,0.001720116
0.000212233,0.000159175,0.0002961,0.00026358,0.00057166,0.000191694,0.000352581,0.000102693,0.000587064,0,0.00149419,0.000195118,0.000217368,0.000258445,1.54E-05,4.11E-05,0.001365823,0.002055581,0.000138636,0.000492929,0.000590488,0.000593911,0.00015404,0.000104405,0.000528871,0.002690569,0.006789751,0.000152329,8.90E-05,0.000391947,0.000792451,0.000451851,0.000361139,0.000511756
