T,method,OG
100,LS,6.597707145590736
100,AD,0.02681791387340194
100,CART,2.739952236179938
100,ER-SAA,0.03626823588698378
100,M5 + AD,0.8420044791266803
1000,SAA,6.27227690310092
1000,KNN,1.3422113385070853
1000,LS,7.641994594504442
1000,AD,0.054702170646610454
1000,CART,0.40573116996846936
1000,ER-SAA,0.0436675825337154
1000,M5 + AD,0.03187504649017804
10000,SAA,6.246519747707488
10000,KNN,0.5726548478815828
10000,LS,7.365276400005886
10000,AD,0.008020906303948047
10000,CART,4.479532974883538
10000,ER-SAA,0.008126379204924471
10000,M5 + AD,0.034637149668773626
100,SAA,1.8047720243842402
100,KNN,1.964790410716123
100,LS,7.762834435221211
100,AD,0.4273221919368024
100,CART,7.367741000430062
100,ER-SAA,0.12104979093631416
100,M5 + AD,0.19627217706543196
1000,SAA,3.7213186054708105
1000,KNN,1.5444106840758138
1000,LS,6.245870291575626
1000,AD,0.03291404359607581
1000,CART,0.24505147942976863
1000,ER-SAA,0.005983696835973554
1000,M5 + AD,0.04816817491853378
10000,SAA,2.9747131837745613
10000,KNN,0.6165125419104129
10000,LS,6.752679049609615
10000,AD,0.005520886022370577
10000,CART,6.661128309122933
10000,ER-SAA,0.004723939441158695
10000,M5 + AD,0.09421203272883258
100,SAA,14.69767270752595
100,KNN,4.8976253121312805
100,LS,8.431846399633997
100,AD,0.1323059083033808
100,CART,0.03317529609388508
100,ER-SAA,0.1756781708612651
100,M5 + AD,1.0280673418714705
1000,SAA,15.483138599029552
1000,KNN,1.6449120073713541
1000,LS,9.474200702411679
1000,AD,0.10300160195164551
1000,CART,5.764534085351081
1000,ER-SAA,0.030605939565959698
1000,M5 + AD,0.023870164813168015
10000,SAA,15.411591694702336
10000,KNN,0.6211875022919755
10000,LS,8.318517639021948
10000,AD,0.008898627261192591
10000,CART,12.699472654068217
10000,ER-SAA,0.008641283140213745
10000,M5 + AD,0.026972468833449337
100,SAA,13.640039745942612
100,KNN,2.6858538650165733
100,LS,6.287053430881203
100,AD,0.03210057571785006
100,CART,46.50371063448413
100,ER-SAA,0.11510965266192297
100,M5 + AD,0.5443173821113516
1000,SAA,13.963728620695811
1000,KNN,0.8958837208375384
1000,LS,8.375641310876322
1000,AD,0.010682212914257314
1000,CART,3.6663380479266356
1000,ER-SAA,0.014942239830504474
1000,M5 + AD,0.05499347536116029
10000,SAA,14.501118013449604
10000,KNN,0.08399410756247026
10000,LS,8.377705488321878
10000,AD,0.0086526643656838
10000,CART,12.810788193426044
10000,ER-SAA,0.009226011225687754
10000,M5 + AD,0.1488069190085372
100,SAA,3.3177989921635347
100,KNN,5.465518891584198
100,LS,17.656508934928254
100,AD,1.1484549670414117
100,CART,175.12778479885912
100,ER-SAA,2.6533156641608464
100,M5 + AD,0.9470228051551404
1000,SAA,0.6069785826406543
1000,KNN,4.03016594960752
1000,LS,9.117781697500385
1000,AD,0.03803487630085797
1000,CART,57.79303723491737
1000,ER-SAA,0.08658952231918401
1000,M5 + AD,2.4240879431754387
10000,SAA,0.7312768723904882
10000,KNN,2.574457980477058
10000,LS,7.226899955731629
10000,AD,0.015261083810504871
10000,CART,15.965859521619025
10000,ER-SAA,0.015012927464651205
10000,M5 + AD,0.19354528215876313
100,SAA,15.282863783773704
100,KNN,4.981999165169907
100,LS,6.488429248552383
100,AD,0.1389986866475762
100,CART,1.8731749159999014
100,ER-SAA,0.018133269064618852
100,M5 + AD,0.031954107151845254
1000,SAA,14.266201881992284
1000,KNN,2.18702010114297
1000,LS,8.346219070142782
1000,AD,0.01849409679799094
1000,CART,7.591971246579445
1000,ER-SAA,0.008573212411183227
1000,M5 + AD,0.1651341252318259
10000,SAA,13.713684810299577
10000,KNN,0.5953983299781566
10000,LS,7.9486226693671425
10000,AD,0.01011646317836579
10000,CART,4.171946624030455
10000,ER-SAA,0.010065283511899455
10000,M5 + AD,0.014673016355259848
100,SAA,6.7422445175409855
100,KNN,2.24393334712666
100,LS,3.8080164867791173
100,AD,0.42416943565298343
100,CART,102.3290595502876
100,ER-SAA,0.5042477387772929
100,M5 + AD,0.02278248033928574
1000,SAA,5.315317445829329
1000,KNN,4.253673578884715
1000,LS,7.720603311900894
1000,AD,0.0863760892899994
1000,CART,2.7725415773275186
1000,ER-SAA,0.009106328101772901
1000,M5 + AD,0.028911689989226223
10000,SAA,5.603179997049407
10000,KNN,1.512144407392281
10000,LS,7.893299225385993
10000,AD,0.01265816662999917
10000,CART,13.1972207341273
10000,ER-SAA,0.011988943783723359
10000,M5 + AD,0.9586723060714145
100,SAA,21.003591113800457
100,KNN,4.6043927120407195
100,LS,7.961559369085919
100,AD,0.05679060354126037
100,CART,13.724083906709277
100,ER-SAA,0.05437658923441389
100,M5 + AD,0.08342297410386146
1000,SAA,20.52284193891806
1000,KNN,1.0594200746657982
1000,LS,8.944777133086617
1000,AD,0.01236955093986395
1000,CART,9.681460833188265
1000,ER-SAA,0.017029235733258638
1000,M5 + AD,0.15309142406242654
10000,SAA,18.48858469710429
10000,KNN,0.23793893375514993
10000,LS,8.863893296096332
10000,AD,0.011009125085876167
10000,CART,16.347996816296032
10000,ER-SAA,0.010484572887377282
10000,M5 + AD,0.5988654130938884
100,SAA,5.311397947210355
100,KNN,5.818821006446641
100,LS,9.352030062534055
100,AD,0.15267453959642732
100,CART,102.2145198885154
100,ER-SAA,0.16199847800987557
100,M5 + AD,0.1926880106617349
1000,SAA,4.022782994851475
1000,KNN,2.7088607644581693
1000,LS,6.738251995536723
1000,AD,0.03892751284398628
1000,CART,40.45246937740304
1000,ER-SAA,0.012546045599280941
1000,M5 + AD,0.5536844032270546
10000,SAA,3.981758986623907
10000,KNN,0.5387499208071539
10000,LS,7.700519957970342
10000,AD,0.014357549515620807
10000,CART,3.042267214902757
10000,ER-SAA,0.012765012394956267
10000,M5 + AD,0.054011762509992914
100,SAA,6.375446558746942
100,KNN,2.3636992384956446
100,LS,7.591197527481339
100,AD,0.21379512060360228
100,CART,0.33070015138246517
100,ER-SAA,0.06025989323522652
100,M5 + AD,0.05760514755438389
1000,SAA,6.423161381127089
1000,KNN,1.3209137283450056
1000,LS,6.914669167981205
1000,AD,0.010094908352177547
1000,CART,0.07610918687673728
1000,ER-SAA,0.011586475395016317
1000,M5 + AD,0.11908123359322968
10000,SAA,7.179292446702567
10000,KNN,0.8319892630609148
10000,LS,7.356774829382935
10000,AD,0.01362571737917431
10000,CART,4.147509331693071
10000,ER-SAA,0.010222513479735143
10000,M5 + AD,0.3204967879632911
100,SAA,10.564856571223656
100,KNN,2.8704582652391424
100,LS,7.668433199286728
100,AD,0.011471918127651082
100,CART,0.8407012188591623
100,ER-SAA,0.014652251506602841
100,M5 + AD,0.31612722728085046
1000,SAA,15.198724860085113
1000,KNN,0.8514000907691728
1000,LS,7.68675333552651
1000,AD,0.06361836513007091
1000,CART,7.290656319279652
1000,ER-SAA,0.03238320147185493
1000,M5 + AD,0.03685550094097953
10000,SAA,15.040114404284385
10000,KNN,0.295929867788493
10000,LS,8.132109696404914
10000,AD,0.010779329146366154
10000,CART,12.348846203806538
10000,ER-SAA,0.010275923815486735
10000,M5 + AD,0.06542613007206326
100,SAA,12.52889993500343
100,KNN,2.7830248555065062
100,LS,6.993115825200275
100,AD,0.03873650736867599
100,CART,5.267462104251527
100,ER-SAA,0.10432491278792966
100,M5 + AD,0.06844220794972164
1000,SAA,14.884229017141774
1000,KNN,0.17027206687733992
1000,LS,8.2383953652036
1000,AD,0.019729528112044842
1000,CART,13.716361037180206
1000,ER-SAA,0.015515475273171157
1000,M5 + AD,0.22580101989212933
10000,SAA,14.731543088718599
10000,KNN,0.05783355213788573
10000,LS,8.210198917420712
10000,AD,0.014136462352859662
10000,CART,2.5799483552509126
10000,ER-SAA,0.013706631970962361
10000,M5 + AD,0.03904025109845773
100,SAA,3.077998455863351
100,KNN,3.863815247108343
100,LS,8.446828695123875
100,AD,0.37692195492167513
100,CART,133.09735824821632
100,ER-SAA,0.05354202881093499
100,M5 + AD,0.026832868784122072
1000,SAA,3.754622983983942
1000,KNN,2.524658473032614
1000,LS,7.895672918156817
1000,AD,0.012431643822575287
1000,CART,53.67810393442286
1000,ER-SAA,0.006988433741644779
1000,M5 + AD,0.038332717691204804
10000,SAA,3.8584825808663465
10000,KNN,1.6821261496469233
10000,LS,6.691383286793348
10000,AD,0.012582125595281775
10000,CART,9.66124323631734
10000,ER-SAA,0.007770224570202392
10000,M5 + AD,0.44182976359642956
100,SAA,20.98409499806026
100,KNN,4.33584560296041
100,LS,7.170711773101493
100,AD,0.10988385315450065
100,CART,8.501788338020166
100,ER-SAA,0.14543188328641848
100,M5 + AD,0.07238402956996241
1000,SAA,18.614610700296172
1000,KNN,0.5956487553125221
1000,LS,9.16032253780537
1000,AD,0.01840445132360835
1000,CART,10.793836644511511
1000,ER-SAA,0.019952513273923375
1000,M5 + AD,0.1019174946399146
10000,SAA,18.64679081666246
10000,KNN,0.306009597559051
10000,LS,8.392414622817288
10000,AD,0.021115923205901433
10000,CART,2.620891483950881
10000,ER-SAA,0.01595680778546136
10000,M5 + AD,0.47255685488581556
100,SAA,23.43807189724447
100,KNN,6.603461647216693
100,LS,13.147116545450576
100,AD,0.20266725589509
100,CART,0.43671771462112113
100,ER-SAA,0.04303027511468546
100,M5 + AD,0.1330690890775478
1000,SAA,23.36848806988782
1000,KNN,2.1259462963106546
1000,LS,10.032669351419853
1000,AD,0.04221844867632651
1000,CART,5.423605546971771
1000,ER-SAA,0.02144777933718887
1000,M5 + AD,0.7081886205317621
10000,SAA,23.59452198558777
10000,KNN,0.44463074847634565
10000,LS,9.6910915759144
10000,AD,0.018040611360329094
10000,CART,13.864209865427128
10000,ER-SAA,0.01802626069105924
10000,M5 + AD,0.043135083214837215
100,SAA,15.212985131742224
100,KNN,8.099270614826477
100,LS,4.2248397438365055
100,AD,0.15966106528570273
100,CART,0.04965613388098315
100,ER-SAA,0.14362430850212993
100,M5 + AD,0.1594744116068692
1000,SAA,16.412315685151842
1000,KNN,2.8145749449512567
1000,LS,6.522101506861249
1000,AD,0.025928260631625993
1000,CART,37.47580380127944
1000,ER-SAA,0.05465015438486241
1000,M5 + AD,0.02603205045045869
10000,SAA,16.59306834444433
10000,KNN,1.641573934544457
10000,LS,8.434188771323553
10000,AD,0.010641821206102504
10000,CART,9.697805461050738
10000,ER-SAA,0.007290044634593916
10000,M5 + AD,0.027852473456038886
100,SAA,9.781256968897013
100,KNN,2.5355040140912726
100,LS,9.035339204038412
100,AD,0.023774483705549992
100,CART,72.56888391351744
100,ER-SAA,0.025181314426241084
100,M5 + AD,0.4375113724828871
1000,SAA,6.333786268537518
1000,KNN,1.4404074568146839
1000,LS,7.871972844231245
1000,AD,0.02905935501661161
1000,CART,22.37514600580575
1000,ER-SAA,0.03463087150674087
1000,M5 + AD,0.49134223596102333
10000,SAA,6.194927125974107
10000,KNN,0.5081155961463629
10000,LS,7.375056598291351
10000,AD,0.006169708625418899
10000,CART,13.58505237943722
10000,ER-SAA,0.006124576631958251
10000,M5 + AD,0.06044061524776797
100,SAA,5.66058128691301
100,KNN,4.060702878057364
100,LS,6.379945045310573
100,AD,0.03631548648965952
100,CART,0.7489218721625404
100,ER-SAA,0.02527977339311219
100,M5 + AD,0.0454334481405028
1000,SAA,5.1697882574581575
1000,KNN,1.95934840566276
1000,LS,8.74452232758857
1000,AD,0.04557586839305258
1000,CART,1.202784197389095
1000,ER-SAA,0.08369042632155066
1000,M5 + AD,0.5150630286738506
10000,SAA,5.78822195240065
10000,KNN,0.9904879413183715
10000,LS,7.61837460842157
10000,AD,0.017728594588208718
10000,CART,7.87466783674646
10000,ER-SAA,0.009085508541208062
10000,M5 + AD,0.384663292745696
100,SAA,6.8065162776494414
100,KNN,3.0965844952755206
100,LS,9.745480613994825
100,AD,0.15033009531624503
100,CART,0.11444286191984633
100,ER-SAA,0.04135806873507188
100,M5 + AD,1.575649771518695
1000,SAA,7.393055304925173
1000,KNN,0.8475315210347205
1000,LS,7.463882644320984
1000,AD,0.029201480825563463
1000,CART,14.106727333389314
1000,ER-SAA,0.017315303152034067
1000,M5 + AD,0.511522708041019
10000,SAA,6.991381235645077
10000,KNN,0.33213275035345624
10000,LS,7.321613071824943
10000,AD,0.013277308386996277
10000,CART,1.6549118150931923
10000,ER-SAA,0.011100650262813677
10000,M5 + AD,0.502805046485607
100,SAA,18.54092238743078
100,KNN,3.8221596534778963
100,LS,12.551770614467713
100,AD,0.01751972469718752
100,CART,66.55687238093749
100,ER-SAA,0.33416813442788335
100,M5 + AD,1.9894036179652845
1000,SAA,14.550279344078385
1000,KNN,1.8617958361844753
1000,LS,8.82430688643132
1000,AD,0.04890008994443364
1000,CART,4.055920828849898
1000,ER-SAA,0.02891683738620923
1000,M5 + AD,0.042601803401539046
10000,SAA,14.169575078752008
10000,KNN,0.9701427545711069
10000,LS,8.211783839477013
10000,AD,0.011547570008781705
10000,CART,11.929941487640775
10000,ER-SAA,0.01096954547028696
10000,M5 + AD,0.10002605564774639
