T,method,OG
10000,SAA,2.365345233727221
10000,KNN,0.056573244673147845
10000,LS,16.843056133052084
10000,AD,0.3172753200126373
10000,CART,3.484964008574528
10000,ER-SAA,0.3047898632682446
10000,M5 + AD,0.07013994519668751
100,SAA,3.5363393538986205
100,KNN,0.4227295213288377
100,LS,8.705238133880556
100,AD,0.10779742778426342
100,CART,0.0561772400037638
100,ER-SAA,0.08647208910602626
100,M5 + AD,0.03192104148956148
1000,SAA,3.1170293820975234
1000,KNN,0.19892290657836875
1000,LS,11.247410711999322
1000,AD,0.032684322157905836
1000,CART,17.515799480537623
1000,ER-SAA,0.01220290704162691
1000,M5 + AD,0.04146305398352823
10000,SAA,2.732708969032165
10000,KNN,0.07128887452697406
10000,LS,10.468053689717856
10000,AD,0.010451670987006032
10000,CART,7.532041266979382
10000,ER-SAA,0.010572496809233025
10000,M5 + AD,0.041823277973880524
100,SAA,25.29139574819944
100,KNN,1.7729297090909006
100,LS,0.05986171723742901
100,AD,0.18256534822429513
100,CART,71.77580505182755
100,ER-SAA,1.2362488728508807
100,M5 + AD,0.26081307502645806
1000,SAA,20.024170869187206
1000,KNN,1.242546089501745
1000,LS,0.0493100711012659
1000,AD,1.7445523928436906
1000,CART,1.8759309755918103
1000,ER-SAA,1.379032418787113
1000,M5 + AD,0.026172167155616637
10000,SAA,21.61735084922598
10000,KNN,0.10253479923966259
10000,LS,0.014124435303674252
10000,AD,1.7351786356724375
10000,CART,4.497431424178638
10000,ER-SAA,1.5759472465676243
10000,M5 + AD,0.0689885011245337
100,SAA,11.788281736509207
100,KNN,2.6873993058151613
100,LS,4.923189760355231
100,AD,0.025138744625945095
100,CART,2.697164322419116
100,ER-SAA,0.13687276124949205
100,M5 + AD,0.4235849459561289
1000,SAA,10.150672283001773
1000,KNN,0.7934025372693962
1000,LS,4.7054765710834126
1000,AD,0.3472581972310848
1000,CART,4.010266705812715
1000,ER-SAA,0.3411446885756978
1000,M5 + AD,0.07706150913851259
10000,SAA,10.068469573128189
10000,KNN,0.3611269221258578
10000,LS,4.048847423116259
10000,AD,0.44508174803928297
10000,CART,12.501644682949458
10000,ER-SAA,0.4597420813467677
10000,M5 + AD,0.18582634686731944
100,SAA,3.1697291579933538
100,KNN,1.3253901910750576
100,LS,23.857150907419733
100,AD,1.8024169381498862
100,CART,59.73069221481487
100,ER-SAA,1.141915192264973
100,M5 + AD,1.7647817417881624
1000,SAA,3.4553518308269813
1000,KNN,0.03644298065133933
1000,LS,20.031147786417982
1000,AD,0.7406811972688163
1000,CART,0.702402765768482
1000,ER-SAA,0.5295764438967555
1000,M5 + AD,0.18034496857693444
10000,SAA,3.7987567232604667
10000,KNN,0.08743849884267395
10000,LS,19.51718076399476
10000,AD,0.6058591687510922
10000,CART,8.339206367142266
10000,ER-SAA,0.5126775028093633
10000,M5 + AD,0.7937125829824351
100,SAA,9.456971185746523
100,KNN,3.496883767994294
100,LS,1.530636346554838
100,AD,0.4521819098886439
100,CART,0.8477466724166722
100,ER-SAA,0.36925019271362597
100,M5 + AD,0.20296178031877657
1000,SAA,8.493816722727221
1000,KNN,1.0204577491976095
1000,LS,3.074330084885069
1000,AD,0.44469789313706987
1000,CART,0.6327321292003066
1000,ER-SAA,0.45232853142800783
1000,M5 + AD,0.03618234514802539
10000,SAA,8.574957910981919
10000,KNN,0.8503565722134869
10000,LS,3.4023483056976915
10000,AD,0.47668601530882176
10000,CART,10.783640522948806
10000,ER-SAA,0.49957281632484996
10000,M5 + AD,0.21147614492544684
100,SAA,2.658785408736672
100,KNN,2.2266383520070647
100,LS,21.694667816454682
100,AD,1.175009325186459
100,CART,3.424272674498259
100,ER-SAA,2.0935866772297613
100,M5 + AD,0.7832476944275539
1000,SAA,1.6172959331273866
1000,KNN,0.01315771062773966
1000,LS,19.300339986673272
1000,AD,0.7265432058397996
1000,CART,23.583774493208498
1000,ER-SAA,0.7070593588711668
1000,M5 + AD,0.057421216291038066
10000,SAA,1.6385040003039621
10000,KNN,0.02925595851173725
10000,LS,18.934421197029256
10000,AD,0.4961265347615737
10000,CART,14.02455267672295
10000,ER-SAA,0.47769057517854335
10000,M5 + AD,0.11977975753850824
100,SAA,3.7584808661573965
100,KNN,0.2756161167519367
100,LS,5.721103699589524
100,AD,0.10844951288606994
100,CART,0.05486724419654055
100,ER-SAA,0.07404122423719503
100,M5 + AD,0.08321236149887301
1000,SAA,1.867579419801614
1000,KNN,0.2756076496609285
1000,LS,6.582416307912366
1000,AD,0.02205893319759927
1000,CART,1.927669961709724
1000,ER-SAA,0.10574788632362961
1000,M5 + AD,0.08843073524653143
10000,SAA,2.1480221533084776
10000,KNN,0.13835269480355286
10000,LS,7.876965373103922
10000,AD,0.064165108307498
10000,CART,0.9929871296839435
10000,ER-SAA,0.06540128022282998
10000,M5 + AD,0.07823456042353834
100,SAA,0.5431850807883383
100,KNN,0.9623081681753283
100,LS,9.555806273026564
100,AD,0.4490624728291753
100,CART,76.61896766771933
100,ER-SAA,0.056101460967318315
100,M5 + AD,0.6190251582610394
1000,SAA,0.5382336686111747
1000,KNN,0.4114693659524497
1000,LS,11.730703497982502
1000,AD,0.30325015801151983
1000,CART,14.609378060322312
1000,ER-SAA,0.04813142427497042
1000,M5 + AD,0.46030891441052313
10000,SAA,0.4476126688592852
10000,KNN,0.2892693168300374
10000,LS,10.014697432221338
10000,AD,0.01604898198572361
10000,CART,4.336737366274401
10000,ER-SAA,0.010732388808719606
10000,M5 + AD,0.053906732977696506
100,SAA,6.1753148097299775
100,KNN,0.8356019940922281
100,LS,16.976248440792542
100,AD,0.058913833071154685
100,CART,24.884880571489223
100,ER-SAA,0.03324350965264343
100,M5 + AD,0.0467117218440395
1000,SAA,6.288429448259473
1000,KNN,0.8037113660231759
1000,LS,12.084547350397841
1000,AD,0.010506171077485868
1000,CART,10.32369703373438
1000,ER-SAA,0.013453431299082785
1000,M5 + AD,0.021490600065596218
10000,SAA,5.828382861374839
10000,KNN,0.07706557794659831
10000,LS,11.844825180752832
10000,AD,0.010229853337632117
10000,CART,12.874280216511965
10000,ER-SAA,0.010394327143370729
10000,M5 + AD,0.2025102569432111
100,SAA,13.183637099773334
100,KNN,3.2281169982956115
100,LS,0.994632472043388
100,AD,0.8928559368261534
100,CART,0.37492164143991363
100,ER-SAA,1.351639828829689
100,M5 + AD,0.2583306855946945
1000,SAA,12.391121872706087
1000,KNN,2.117640678100073
1000,LS,1.1119076273894908
1000,AD,1.1098321476104802
1000,CART,13.446735820486605
1000,ER-SAA,1.1893955360103396
1000,M5 + AD,0.02734039349647312
10000,SAA,12.301181740374
10000,KNN,0.5382898059046256
10000,LS,0.8135874912885085
10000,AD,1.2067595681389192
10000,CART,3.6074098166155384
10000,ER-SAA,1.2555625612179904
10000,M5 + AD,0.04240955734983931
100,SAA,7.696142744188686
100,KNN,2.8736118562996085
100,LS,11.844523039018716
100,AD,0.34854431663785124
100,CART,13.045120581376727
100,ER-SAA,0.22788842568008985
100,M5 + AD,1.4548218986326573
1000,SAA,7.895094866279386
1000,KNN,0.7384303656979772
1000,LS,10.728661864815699
1000,AD,0.06278704140321088
1000,CART,2.7192842061389464
1000,ER-SAA,0.02211191806827985
1000,M5 + AD,0.07569720011546219
10000,SAA,8.021614018840955
10000,KNN,0.040967294946223795
10000,LS,11.034309621534764
10000,AD,0.015836783652892924
10000,CART,13.06986062246873
10000,ER-SAA,0.022670704144923726
10000,M5 + AD,0.23865571158350465
100,SAA,6.7931940658045225
100,KNN,4.560252360043038
100,LS,0.34988505212410304
100,AD,4.372247430533647
100,CART,3.1070820491865674
100,ER-SAA,2.787343502275816
100,M5 + AD,3.622092436262278
1000,SAA,7.834550181034716
1000,KNN,5.082156877234266
1000,LS,0.09089539785245931
1000,AD,2.0345170595385533
1000,CART,0.07837639732670715
1000,ER-SAA,2.2430844184434164
1000,M5 + AD,1.1642460927811302
10000,SAA,8.161736506947776
10000,KNN,3.4991220919319788
10000,LS,0.06524098026127498
10000,AD,2.1142867898856044
10000,CART,1.584901328129652
10000,ER-SAA,2.1782931745957237
10000,M5 + AD,0.24858746974654736
100,SAA,0.7431278943078025
100,KNN,0.20085914478184982
100,LS,15.810666697176991
100,AD,0.5572166746380292
100,CART,6.319597808020902
100,ER-SAA,0.42243830966663193
100,M5 + AD,0.9990263470001092
1000,SAA,1.5392322202248965
1000,KNN,0.5252328134828057
1000,LS,13.657683462289029
1000,AD,0.025737151275860078
1000,CART,15.260855430336532
1000,ER-SAA,0.1062174764880432
1000,M5 + AD,0.05210141123425114
10000,SAA,1.5058231998403275
10000,KNN,0.18120178821528787
10000,LS,12.550868667413623
10000,AD,0.021175039503167188
10000,CART,12.100671027515249
10000,ER-SAA,0.03437095133865905
10000,M5 + AD,0.1617495332889817
100,SAA,10.172789212396077
100,KNN,2.306211886851196
100,LS,7.346639409363872
100,AD,0.203935063825316
100,CART,1.8793927479042507
100,ER-SAA,0.5411068783637906
100,M5 + AD,0.06844255831497907
1000,SAA,9.373483834226104
1000,KNN,0.8851104577473994
1000,LS,7.061982492535257
1000,AD,0.07715578103652156
1000,CART,8.999263655595657
1000,ER-SAA,0.136411330337681
1000,M5 + AD,0.31940466339086565
10000,SAA,8.945891953719059
10000,KNN,0.04071587933051159
10000,LS,6.978507319419736
10000,AD,0.14795096112827863
10000,CART,16.293596184091392
10000,ER-SAA,0.1674786040925181
10000,M5 + AD,0.470240080930828
100,SAA,5.683048474530036
100,KNN,2.365059636266041
100,LS,5.236225501827105
100,AD,0.40282806539473665
100,CART,53.261351564547915
100,ER-SAA,0.1258859924999897
100,M5 + AD,0.24470972474495883
1000,SAA,5.3562747610641415
1000,KNN,1.7491045552795514
1000,LS,9.492715941134694
1000,AD,0.08445803402314199
1000,CART,46.66221575054931
1000,ER-SAA,0.028824307749197215
1000,M5 + AD,0.29350205888076647
10000,SAA,5.161688270207421
10000,KNN,0.16030103402370047
10000,LS,10.442705762655516
10000,AD,0.01813953535748745
10000,CART,5.7216117680446645
10000,ER-SAA,0.014194308918638725
10000,M5 + AD,0.17408056134647393
100,SAA,4.051053789801594
100,KNN,0.7032900641602546
100,LS,14.92351179615561
100,AD,0.0375968292045347
100,CART,41.758949483610245
100,ER-SAA,0.07380219893424979
100,M5 + AD,2.718354265912485
1000,SAA,5.115729687233901
1000,KNN,0.26831809540564
1000,LS,14.6291287488474
1000,AD,0.18905014647894908
1000,CART,39.58726538772222
1000,ER-SAA,0.0927869513502593
1000,M5 + AD,1.4636297576886792
10000,SAA,5.049690453083724
10000,KNN,0.05874949357626743
10000,LS,14.706467872241637
10000,AD,0.16104185067643265
10000,CART,8.287715045578759
10000,ER-SAA,0.09658347208973217
10000,M5 + AD,0.8739643901133861
100,SAA,10.215785785436186
100,KNN,6.430305233758438
100,LS,0.2938083487414156
100,AD,1.7935264239896607
100,CART,0.5416658710025322
100,ER-SAA,1.788566663401931
100,M5 + AD,0.5995804131485594
1000,SAA,11.069388661481186
1000,KNN,2.181156340575506
1000,LS,1.9474509334392074
1000,AD,0.8529677230936035
1000,CART,16.6690974678567
1000,ER-SAA,0.9093253359663821
1000,M5 + AD,0.9909582477362505
10000,SAA,10.576211266228524
10000,KNN,0.9772079801693198
10000,LS,1.3014805948135377
10000,AD,0.9663970584754976
10000,CART,3.392143024428953
10000,ER-SAA,1.033220251817585
10000,M5 + AD,0.19649623650709566
100,SAA,10.512035642735487
100,KNN,5.003279574900616
100,LS,3.409718574620013
100,AD,0.5479149457738627
100,CART,1.8810913589477052
100,ER-SAA,0.9470482954522451
100,M5 + AD,0.7392052153727094
1000,SAA,9.898935313923586
1000,KNN,0.5097626688064097
1000,LS,4.240541103843796
1000,AD,0.3265293901005957
1000,CART,4.973224341578609
1000,ER-SAA,0.43007915846252265
1000,M5 + AD,0.6811733210874156
10000,SAA,9.974770883882469
10000,KNN,0.02334381654321826
10000,LS,4.467622068287216
10000,AD,0.4355339947001029
10000,CART,10.643028544890528
10000,ER-SAA,0.4483008508603495
10000,M5 + AD,0.27265549565644404
100,SAA,4.545036993184129
100,KNN,2.517852936347527
100,LS,10.718945116468237
100,AD,0.010479706975059958
100,CART,2.0863375996379094
100,ER-SAA,0.05770890922546455
100,M5 + AD,0.7039379250295047
1000,SAA,5.727869464195257
1000,KNN,0.07262129425153978
1000,LS,11.74062114865434
1000,AD,0.012053892634704636
1000,CART,17.488774271459953
1000,ER-SAA,0.01152960060617688
1000,M5 + AD,0.4601546421341201
10000,SAA,5.924161466174614
10000,KNN,0.1788576017048994
10000,LS,11.266977612977465
10000,AD,0.01053467884368876
10000,CART,8.841852742086818
10000,ER-SAA,0.011113780529444516
10000,M5 + AD,0.1624939496987915
