T,method,OoS
1000,ER-SAA,0.31915035690416843
1000,AD,0.2769922855122978
1000,SAA,11.170632310982443
1000,KNN,0.6323381617064452
1000,M5 + AD,0.14290758277022061
1000,CART,1.4429560172695024
10000,LS,1.306705577077313
10000,ER-SAA,0.27445696315006285
10000,AD,0.2437930779773183
10000,SAA,10.692343510918803
10000,KNN,0.060970542690929934
10000,M5 + AD,0.06044491097978849
10000,CART,1.2655783994469358
100,LS,1.2359236902635207
100,ER-SAA,0.4680935572440518
100,AD,0.667713510996223
100,SAA,0.6327655886555044
100,KNN,0.25642289291498555
100,M5 + AD,1.0394825592635808
100,CART,0.6459414032444614
1000,LS,2.05682192486877
1000,ER-SAA,0.01714146859775229
1000,AD,0.02853590557118931
1000,SAA,0.17325440362924832
1000,KNN,0.17477564886395014
1000,M5 + AD,0.03401494186051484
1000,CART,0.7833948125563877
10000,LS,2.187253832362483
10000,ER-SAA,0.036998386950792696
10000,AD,0.03286895837736105
10000,SAA,0.2604239284926835
10000,KNN,0.029339938160284594
10000,M5 + AD,0.3674226910573615
10000,CART,1.3895733868279265
100,LS,2.624158142155407
100,ER-SAA,0.34898641879296277
100,AD,0.34860712145448675
100,SAA,3.4906912817638527
100,KNN,0.4636888745847082
100,M5 + AD,0.5992209744366293
100,CART,11.836822053700319
1000,LS,1.8880569356952646
1000,ER-SAA,0.005983640496659087
1000,AD,0.029706987075238292
1000,SAA,3.8055503187951185
1000,KNN,1.1519006353087295
1000,M5 + AD,0.08181620226841983
1000,CART,2.897889192034404
10000,LS,1.9168716037336113
10000,ER-SAA,0.005142114503670872
10000,AD,0.026430225738417613
10000,SAA,3.966848840905962
10000,KNN,0.13785336608175772
10000,M5 + AD,0.11799768553065922
10000,CART,1.2827685290620572
100,LS,0.9537347595714636
100,ER-SAA,0.03057822114794703
100,AD,0.08605477451135266
100,SAA,10.47819784813172
100,KNN,4.82497753610342
100,M5 + AD,0.037261241712426
100,CART,8.014710298914821
1000,LS,1.8294140581585712
1000,ER-SAA,0.008223938975878468
1000,AD,0.03887145006494492
1000,SAA,10.40862787241806
1000,KNN,0.3648783560579139
1000,M5 + AD,0.0777645019239913
1000,CART,5.716538782404706
10000,LS,1.4507930544399636
10000,ER-SAA,0.047298914132101876
10000,AD,0.08372931115792029
10000,SAA,9.300820164200843
10000,KNN,0.03268338121624687
10000,M5 + AD,0.08429782448079881
10000,CART,2.1126558331017953
100,LS,1.06316199999865
100,ER-SAA,1.5189666573506635
100,AD,1.3999157288474153
100,SAA,14.302465148710537
100,KNN,4.812023300421796
100,M5 + AD,0.49085518304001935
100,CART,0.9665794854962415
1000,LS,1.0786166740923044
1000,ER-SAA,1.5282020457847552
1000,AD,1.3903826541731257
1000,SAA,13.742118662488025
1000,KNN,2.949228036835059
1000,M5 + AD,0.1807862335742539
1000,CART,1.2160396840277916
10000,LS,1.1440694714464408
10000,ER-SAA,1.6104857119318132
10000,AD,1.5179011311534152
10000,SAA,12.97419336018901
10000,KNN,1.2351589628835942
10000,M5 + AD,0.17298621220662638
10000,CART,2.0002566670244146
100,LS,1.5894814769342034
100,ER-SAA,0.47817775642183397
100,AD,0.49871349578369983
100,SAA,11.066975844310651
100,KNN,3.3375933839240512
100,M5 + AD,0.4706378497720086
100,CART,2.181144654750008
1000,LS,1.1057320429741158
1000,ER-SAA,0.6062102148044183
1000,AD,0.5627988499992973
1000,SAA,11.460487034822963
1000,KNN,1.5083346715051422
1000,M5 + AD,0.05863928228035919
1000,CART,2.5840339673477875
10000,LS,1.0603503301844495
10000,ER-SAA,0.6035928007735563
10000,AD,0.5236876461412985
10000,SAA,12.0842203579397
10000,KNN,0.1905068630733453
10000,M5 + AD,0.2805973654333319
10000,CART,1.0752214099517923
100,LS,1.6377657250358213
100,ER-SAA,0.023798056039764447
100,AD,0.07519605169541245
100,SAA,11.785744732557005
100,KNN,1.6764171530782552
100,M5 + AD,0.09106804624283886
100,CART,11.685688244044128
1000,LS,1.8359066318200787
1000,ER-SAA,0.010484793669391326
1000,AD,0.029581629268937995
1000,SAA,11.000779589844424
1000,KNN,0.11774174716732226
1000,M5 + AD,0.09281762274276584
1000,CART,0.7471827861261994
10000,LS,2.1434766898823776
10000,ER-SAA,0.03884962521763612
10000,AD,0.03224382354816916
10000,SAA,8.803205075951018
10000,KNN,0.037440079462089125
10000,M5 + AD,0.08738820631459596
10000,CART,1.8510893447898615
