T,method,OoS
100,ER-SAA,0.11211426868881688
100,AD,0.22117323218733193
100,SAA,24.962221992019323
100,KNN,6.77204512775962
100,M5 + AD,0.8667587313239945
100,CART,10.047934937690057
1000,LS,9.799560618354345
1000,ER-SAA,0.4851876253595246
1000,AD,0.8313010251601886
1000,SAA,34.940075298531085
1000,KNN,1.0539611043947748
1000,M5 + AD,2.1665898140206874
1000,CART,1.172067704244161
10000,LS,12.38479468902702
10000,ER-SAA,0.23348827207701728
10000,AD,0.2544717801753048
10000,SAA,34.371888329039855
10000,KNN,0.053791137431588046
10000,M5 + AD,0.5004570807697991
10000,CART,1.7700826761261228
100,LS,4.30573208289408
100,ER-SAA,6.961186181625027
100,AD,7.214815132072803
100,SAA,14.197698716151557
100,KNN,2.9216440358882556
100,M5 + AD,4.859084719247257
100,CART,20.577045538936687
1000,LS,6.146360975444854
1000,ER-SAA,10.569727641085816
1000,AD,9.910639542649486
1000,SAA,14.151781738042976
1000,KNN,1.6105235710600894
1000,M5 + AD,0.0596051211187885
1000,CART,1.7291432049414246
10000,LS,6.993898181610354
10000,ER-SAA,11.916039344809507
10000,AD,10.829114177127193
10000,SAA,16.652837057272958
10000,KNN,0.5425577972282088
10000,M5 + AD,1.0642118983117108
10000,CART,2.004930519918161
100,LS,13.344812501074884
100,ER-SAA,6.428047506701746
100,AD,7.339390109843589
100,SAA,85.92583951510609
100,KNN,49.62015226148464
100,M5 + AD,10.532368806082275
100,CART,73.09929372068063
1000,LS,1.0016190351036482
1000,ER-SAA,1.5693854409580579
1000,AD,0.6760671724262864
1000,SAA,72.94687680099308
1000,KNN,22.470483974729866
1000,M5 + AD,7.887739919993466
1000,CART,50.79894770322254
10000,LS,1.9055941078983099
10000,ER-SAA,4.345643336650166
10000,AD,3.208457135246584
10000,SAA,74.3628147049627
10000,KNN,0.7739616808458819
10000,M5 + AD,0.6103198216979506
10000,CART,23.8396825809335
100,LS,3.843313240492365
100,ER-SAA,7.461793580640575
100,AD,7.322199312148029
100,SAA,1.6263513485120786
100,KNN,5.488290893111588
100,M5 + AD,7.337708737007073
100,CART,9.566635501974641
1000,LS,5.162859629526547
1000,ER-SAA,9.1920295489973
1000,AD,8.469761374489483
1000,SAA,1.1316366088092444
1000,KNN,1.2341030589768078
1000,M5 + AD,0.4580812083788064
1000,CART,4.115974162964144
10000,LS,5.614110117562616
10000,ER-SAA,9.494262269556552
10000,AD,8.2692740221818
10000,SAA,0.47143562772364034
10000,KNN,3.063487342431176
10000,M5 + AD,0.07689980549530488
10000,CART,1.055112303010548
100,LS,1.2616994191167026
100,ER-SAA,3.7016180979755386
100,AD,3.234345642909316
100,SAA,12.195476827485942
100,KNN,5.438629905885837
100,M5 + AD,3.720013720585229
100,CART,42.391511393495755
1000,LS,3.280770508945738
1000,ER-SAA,7.347838285087734
1000,AD,6.869795898234416
1000,SAA,15.629262233813629
1000,KNN,5.496363655522581
1000,M5 + AD,0.3403270643609796
1000,CART,3.3836184562698732
10000,LS,4.238637039827007
10000,ER-SAA,8.765669738577769
10000,AD,7.868959562033804
10000,SAA,14.777930949268672
10000,KNN,2.017410820234438
10000,M5 + AD,0.39995440450066905
10000,CART,2.542144651229514
100,LS,8.16117632351359
100,ER-SAA,0.24836296998230412
100,AD,0.3241445686130005
100,SAA,41.22989982670936
100,KNN,5.154886607584957
100,M5 + AD,0.20374909613426595
100,CART,1.7596264449913264
1000,LS,10.736318287539605
1000,ER-SAA,0.46345287362565213
1000,AD,0.9450590065789591
1000,SAA,32.162884859273696
1000,KNN,1.3273813002124815
1000,M5 + AD,2.914284179323066
1000,CART,3.535184090903312
10000,LS,9.217943930231355
10000,ER-SAA,0.3677863129580387
10000,AD,0.9030657663303743
10000,SAA,32.51202355931809
10000,KNN,0.20780877724701596
10000,M5 + AD,0.5254508386254801
10000,CART,1.0024225666231168
100,LS,1.8582187707552704
100,ER-SAA,8.691556424214385
100,AD,7.596163476861421
100,SAA,34.4274079944099
100,KNN,4.2809119139797795
100,M5 + AD,8.390696360936058
100,CART,1.07422620047057
1000,LS,1.4045760732747374
1000,ER-SAA,5.917220078871207
1000,AD,5.190936793552143
1000,SAA,28.68452115236812
1000,KNN,1.074715812702406
1000,M5 + AD,0.9393450838316735
1000,CART,1.0426612600879588
10000,LS,1.7310903290125719
10000,ER-SAA,6.623956374130939
10000,AD,6.07253221904669
10000,SAA,28.76875789358057
10000,KNN,0.2984626245154454
10000,M5 + AD,0.7799494882878025
10000,CART,0.872540158391344
100,LS,37.50782772107376
100,ER-SAA,18.672255557339952
100,AD,13.651633082577714
100,SAA,41.44332387494869
100,KNN,6.547846748020435
100,M5 + AD,4.42258902335776
100,CART,5.607913689573179
1000,LS,29.321691543651255
1000,ER-SAA,9.716402871242316
1000,AD,8.265427134495738
1000,SAA,38.00130912344029
1000,KNN,0.3586854470707338
1000,M5 + AD,1.0604201720516118
1000,CART,2.012659863303186
10000,LS,31.345571026222057
10000,ER-SAA,12.134483695993396
10000,AD,9.086678397032252
10000,SAA,37.89779074636358
10000,KNN,0.0636833018646884
10000,M5 + AD,1.8146717918863038
10000,CART,2.4706633497209327
100,LS,7.901386253543433
100,ER-SAA,12.309219049223078
100,AD,8.081705916769158
100,SAA,33.74257232470293
100,KNN,4.784949420901198
100,M5 + AD,6.401425820674124
100,CART,0.6834660085181338
1000,LS,5.472125047499924
1000,ER-SAA,9.2042592649885
1000,AD,6.744956173897211
1000,SAA,33.76419223300917
1000,KNN,3.1625637700047053
1000,M5 + AD,2.3596253166403574
1000,CART,5.374485067604591
10000,LS,5.21804716801511
10000,ER-SAA,8.771543611773524
10000,AD,7.0192906007912805
10000,SAA,33.0379672637081
10000,KNN,2.887376855077233
10000,M5 + AD,0.4195736222193382
10000,CART,8.481657422929477
100,LS,1.1755037398051595
100,ER-SAA,4.847807864579461
100,AD,4.970618954079018
100,SAA,28.25984460509814
100,KNN,3.7196082933337014
100,M5 + AD,0.43072032895646906
100,CART,5.588231569156936
1000,LS,1.255013762229843
1000,ER-SAA,4.130606519536637
1000,AD,4.858743696000515
1000,SAA,25.478969464798883
1000,KNN,1.872550936288786
1000,M5 + AD,1.4085272026740459
1000,CART,4.802625401483588
10000,LS,1.3407425447370633
10000,ER-SAA,4.572403680126827
10000,AD,5.1237907885178
10000,SAA,27.024973943169545
10000,KNN,0.4605345099095537
10000,M5 + AD,3.0196449978765294
10000,CART,5.666329483509981
100,LS,32.0088609605382
100,ER-SAA,19.627059187431428
100,AD,19.034319318016507
100,SAA,36.75013357191115
100,KNN,6.664694664337448
100,M5 + AD,15.64150640058885
100,CART,5.230211473571585
1000,LS,35.13146028471024
1000,ER-SAA,16.536138141558208
1000,AD,14.51661565621082
1000,SAA,37.103568443016876
1000,KNN,0.5770442786336589
1000,M5 + AD,2.9369260566835957
1000,CART,1.4167720791667313
10000,LS,34.38906721330098
10000,ER-SAA,14.913108147518573
10000,AD,12.855886425800362
10000,SAA,38.41158207330615
10000,KNN,0.10385370222073768
10000,M5 + AD,0.5031496769812087
10000,CART,1.7752035455926167
100,LS,16.72292101684198
100,ER-SAA,6.427365174239516
100,AD,2.905471413468792
100,SAA,2.2032392134439123
100,KNN,0.5697924413422065
100,M5 + AD,3.5788277772799426
100,CART,69.6787608798688
1000,LS,15.161663891772191
1000,ER-SAA,2.841357934432525
1000,AD,1.5828942630511218
1000,SAA,2.991643500918575
1000,KNN,0.9063459725773766
1000,M5 + AD,2.6172805246150923
1000,CART,7.811393157029609
10000,LS,14.31697352765843
10000,ER-SAA,1.9207241384591962
10000,AD,0.607071689660884
10000,SAA,3.5111693115026386
10000,KNN,1.1744765955683245
10000,M5 + AD,1.0298041694719426
10000,CART,4.765129055562118
100,LS,3.130487823972934
100,ER-SAA,2.3479804562803137
100,AD,1.7103927946359734
100,SAA,9.434111200796812
100,KNN,1.3799970875746619
100,M5 + AD,0.037307751320737416
100,CART,30.325087085382844
1000,LS,2.456425107463601
1000,ER-SAA,1.4730921660571066
1000,AD,0.22670205610042676
1000,SAA,10.96246895835861
1000,KNN,0.22989706480560498
1000,M5 + AD,3.8985159737740163
1000,CART,4.812564265077485
10000,LS,1.6618568287661308
10000,ER-SAA,2.056012158391714
10000,AD,0.8262155946177956
10000,SAA,11.142484875374523
10000,KNN,0.9855414694798438
10000,M5 + AD,3.155375721958238
10000,CART,1.0456235987163436
100,LS,2.883203947431385
100,ER-SAA,6.236954770478239
100,AD,5.59779268321005
100,SAA,35.902980939400194
100,KNN,1.705639641003792
100,M5 + AD,6.9172748668083575
100,CART,6.3260239241597995
1000,LS,4.5400013689070295
1000,ER-SAA,7.610417048645888
1000,AD,7.111303592599887
1000,SAA,33.220193651281946
1000,KNN,5.149496589371574
1000,M5 + AD,0.4104295953676065
1000,CART,40.293047551943005
10000,LS,4.7453196474032024
10000,ER-SAA,7.833521791894287
10000,AD,6.788894192904853
10000,SAA,34.60674987334456
10000,KNN,5.460235971494572
10000,M5 + AD,2.094404695996716
10000,CART,4.535239617253273
100,LS,28.33610105397045
100,ER-SAA,20.08259874113283
100,AD,20.855725802908815
100,SAA,103.860208848558
100,KNN,70.66016844629469
100,M5 + AD,18.933394259484103
100,CART,86.6657348312252
1000,LS,23.39332431705556
1000,ER-SAA,15.444096479123841
1000,AD,19.965374890409155
1000,SAA,107.89029810718287
1000,KNN,41.13135850777117
1000,M5 + AD,1.1752269155475707
1000,CART,5.290445722814065
10000,LS,17.108564723692798
10000,ER-SAA,8.216362077071704
10000,AD,13.112096908724254
10000,SAA,104.70364371906304
10000,KNN,9.815538798844353
10000,M5 + AD,0.4059472360196952
10000,CART,9.569707713486439
100,LS,4.230785261082053
100,ER-SAA,0.8715434128147244
100,AD,1.2812415609875323
100,SAA,11.299768798995053
100,KNN,4.070622678116247
100,M5 + AD,0.6021484158434594
100,CART,16.29671620157725
1000,LS,0.9889775338559281
1000,ER-SAA,4.9074966723025595
1000,AD,3.6021505360532515
1000,SAA,8.74311099894428
1000,KNN,5.162058007963095
1000,M5 + AD,0.887477663708441
1000,CART,7.93448112105982
10000,LS,1.3142991694632593
10000,ER-SAA,5.023809788505168
10000,AD,3.8933642757563165
10000,SAA,6.682792225359287
10000,KNN,8.03310188420078
10000,M5 + AD,4.639864117746737
10000,CART,9.844915171562906
100,LS,22.889846597392033
100,ER-SAA,13.709310001112119
100,AD,22.026314839085305
100,SAA,122.63546993072381
100,KNN,76.13255124296
100,M5 + AD,5.5456797503349415
100,CART,98.72019452062706
1000,LS,11.893000389170048
1000,ER-SAA,2.4601859921589453
1000,AD,7.923555451034942
1000,SAA,113.49029358818952
1000,KNN,22.877177181518135
1000,M5 + AD,0.543750761341339
1000,CART,46.66906775645399
10000,LS,11.946976654945347
10000,ER-SAA,3.206193511611983
10000,AD,9.198859454622202
10000,SAA,116.1916624405903
10000,KNN,2.934489032110557
10000,M5 + AD,2.2499963165420156
10000,CART,4.086059212520259
100,LS,11.018380768883583
100,ER-SAA,0.5648693400044655
100,AD,0.5890915934003537
100,SAA,30.046385941703416
100,KNN,3.324429364602902
100,M5 + AD,4.074827734841622
100,CART,7.798070097978957
1000,LS,12.014345296553353
1000,ER-SAA,0.17897911501023195
1000,AD,0.641965039716735
1000,SAA,32.17726852907433
1000,KNN,1.2542147085346973
1000,M5 + AD,0.12156981243003791
1000,CART,0.8901031387866444
10000,LS,11.159057129800583
10000,ER-SAA,0.19851874516001117
10000,AD,0.4989177210285212
10000,SAA,32.574267358721464
10000,KNN,0.26582587283295844
10000,M5 + AD,0.4269466601788397
10000,CART,1.7222198710176406
100,LS,1.9817546610894785
100,ER-SAA,6.733583423323352
100,AD,6.455643078835912
100,SAA,37.3969921861733
100,KNN,1.7265822412635756
100,M5 + AD,6.60796613929988
100,CART,2.6510373582852322
1000,LS,1.5607534270345547
1000,ER-SAA,5.770254923483867
1000,AD,5.781083583072019
1000,SAA,29.1715497331448
1000,KNN,1.090989841537597
1000,M5 + AD,1.6609530728662616
1000,CART,1.7019544390875279
10000,LS,1.2861246086128386
10000,ER-SAA,5.393893793533268
10000,AD,5.424365015477106
10000,SAA,31.236987906638223
10000,KNN,0.6511719682840895
10000,M5 + AD,0.4203906668656272
10000,CART,1.289786299494363
100,LS,14.316877051529392
100,ER-SAA,1.8406873412524376
100,AD,1.864650094468313
100,SAA,33.962264274357615
100,KNN,6.200271110592249
100,M5 + AD,3.287525310301216
100,CART,4.1699980427595325
1000,LS,9.716538738625134
1000,ER-SAA,0.17834126167443323
1000,AD,0.134094432854194
1000,SAA,34.860812644554386
1000,KNN,0.7223816794606889
1000,M5 + AD,2.0612036863624024
1000,CART,1.1648205642474896
10000,LS,9.48061657208556
10000,ER-SAA,0.2043891114359728
10000,AD,0.23637879026074976
10000,SAA,35.13753977767468
10000,KNN,0.08484180321377892
10000,M5 + AD,1.266130938967024
10000,CART,2.2161160251033896
100,LS,1.5848950500599395
100,ER-SAA,5.875246165119342
100,AD,5.946608401861501
100,SAA,32.92842810828896
100,KNN,3.0688192344584952
100,M5 + AD,3.7182936510690756
100,CART,1.4135169884274323
1000,LS,2.615456068600807
1000,ER-SAA,7.5070901113947
1000,AD,7.28985580733434
1000,SAA,27.7266029590729
1000,KNN,0.5676957328666951
1000,M5 + AD,5.933171833140543
1000,CART,0.6540550660376476
10000,LS,2.745608734656277
10000,ER-SAA,7.755611451997885
10000,AD,7.639700330864655
10000,SAA,27.101220312436986
10000,KNN,0.39997562529790043
10000,M5 + AD,0.33054790244355625
10000,CART,0.8523597553195612
100,LS,3.28200827874003
100,ER-SAA,7.365823420389458
100,AD,7.938259816969974
100,SAA,14.72041914695748
100,KNN,5.328142377689257
100,M5 + AD,5.3484488988483
100,CART,0.8257339416006836
1000,LS,3.570209736710763
1000,ER-SAA,7.6954875896240456
1000,AD,8.11516355480218
1000,SAA,22.367006708623805
1000,KNN,0.8712574452208959
1000,M5 + AD,4.746338045771577
1000,CART,3.2314245026624877
10000,LS,2.8864898372203025
10000,ER-SAA,7.325964335488836
10000,AD,7.641471951271952
10000,SAA,21.10332125193014
10000,KNN,0.9768148241834255
10000,M5 + AD,1.493701274490513
10000,CART,1.5348861031926495
100,LS,19.75021983367407
100,ER-SAA,7.988807930175786
100,AD,9.38961894374725
100,SAA,18.80532508231394
100,KNN,5.311132439646188
100,M5 + AD,0.6480259159056911
100,CART,4.1998819110968535
1000,LS,7.420269359177737
1000,ER-SAA,0.3471815065034411
1000,AD,1.5690192179845985
1000,SAA,3.036756357370676
1000,KNN,4.983216283464777
1000,M5 + AD,8.378392342627414
1000,CART,4.883024777859832
10000,LS,10.048812442564929
10000,ER-SAA,0.1850604763268927
10000,AD,3.5026923850430673
10000,SAA,2.0775619053123378
10000,KNN,1.9237527763462512
10000,M5 + AD,7.90819880177265
10000,CART,1.710237640080643
100,LS,6.27147015608192
100,ER-SAA,10.205852334056212
100,AD,9.613802515733337
100,SAA,1.5050086792587287
100,KNN,1.4258264593868397
100,M5 + AD,9.196975152722317
100,CART,28.337873919867075
1000,LS,4.972131538682532
1000,ER-SAA,8.406074755066522
1000,AD,8.29808586011543
1000,SAA,0.28832920419982955
1000,KNN,3.891174001092377
1000,M5 + AD,0.3507701765624191
1000,CART,15.214937868299888
10000,LS,5.61166363967414
10000,ER-SAA,9.471527636935093
10000,AD,9.034212880704128
10000,SAA,0.6392334455508095
10000,KNN,1.8906848899564266
10000,M5 + AD,1.875023384893828
10000,CART,12.141729199973431
100,LS,15.900213273291856
100,ER-SAA,2.1985900812309067
100,AD,2.2839968229044096
100,SAA,35.607413856968876
100,KNN,6.197747179193148
100,M5 + AD,0.4490212473359335
100,CART,2.991874718966756
1000,LS,28.25181707477556
1000,ER-SAA,10.929338603100007
1000,AD,8.224621168645342
1000,SAA,34.64005635998931
1000,KNN,1.3904475723590966
1000,M5 + AD,3.084824661749323
1000,CART,1.7468291722891875
10000,LS,29.67938311603341
10000,ER-SAA,10.660977690355397
10000,AD,6.504113759996369
10000,SAA,34.70318293018532
10000,KNN,0.024062081135355604
10000,M5 + AD,2.288000755549134
10000,CART,1.5290475902522889
